?primaryID	?name	?synonym
<Q1225690>	"Insulin degrading enzyme"@en	"Abeta-degrading protease"@en
<Q1225690>	"Insulin degrading enzyme"@en	"insulin protease"@en
<Q1225690>	"Insulin degrading enzyme"@en	"insulin-degrading enzyme"@en
<Q1225690>	"Insulin degrading enzyme"@en	"insulinase"@en
<Q1225690>	"Insulin degrading enzyme"@en	"IDE"@en
<Q1242607>	"DCT"@en	"TYRP2"@en
<Q1242607>	"DCT"@en	"OCA8"@en
<Q1242607>	"DCT"@en	"dopachrome tautomerase"@en
<Q1242607>	"DCT"@en	"TRP-2"@en
<Q1252223>	"Thymic stromal lymphopoietin"@en	"Thymic stroma-derived lymphopoietin"@en
<Q1252223>	"Thymic stromal lymphopoietin"@en	"TSLP"@en
<Q1252223>	"Thymic stromal lymphopoietin"@en	"thymic stromal lymphopoietin"@en
<Q1263065>	"Insulin like growth factor 1"@en	"somatomedin-C"@en
<Q1263065>	"Insulin like growth factor 1"@en	"mechano growth factor"@en
<Q1263065>	"Insulin like growth factor 1"@en	"insulin-like growth factor IB"@en
<Q1263065>	"Insulin like growth factor 1"@en	"insulin-like growth factor 1 (somatomedin C)"@en
<Q1263065>	"Insulin like growth factor 1"@en	"IGF1"@en
<Q1263065>	"Insulin like growth factor 1"@en	"MGF"@en
<Q1263065>	"Insulin like growth factor 1"@en	"insulin-like growth factor I"@en
<Q1270676>	"Gephyrin"@en	"GPHN"@en
<Q1270676>	"Gephyrin"@en	"gephyrin"@en
<Q1279013>	"sialophorin"@en	"SPN protein, human"@en
<Q1279013>	"sialophorin"@en	"sialophorin (gpL115, leukosialin, CD43)"@en
<Q1279013>	"sialophorin"@en	"leukosialin"@en
<Q1279013>	"sialophorin"@en	"leukocyte sialoglycoprotein"@en
<Q1279013>	"sialophorin"@en	"GALGP"@en
<Q1279013>	"sialophorin"@en	"galactoglycoprotein"@en
<Q1279013>	"sialophorin"@en	"SPN"@en
<Q1299381>	"Vasodilator stimulated phosphoprotein"@en	"VASP"@en
<Q1299381>	"Vasodilator stimulated phosphoprotein"@en	"vasodilator-stimulated phosphoprotein"@en
<Q1316030>	"Apolipoprotein A1"@en	"APOA1"@en
<Q1316030>	"Apolipoprotein A1"@en	"apolipoprotein A-I"@en
<Q1316030>	"Apolipoprotein A1"@en	"apo-AI"@en
<Q1316030>	"Apolipoprotein A1"@en	"epididymis secretory sperm binding protein"@en
<Q1340834>	"ECE1"@en	"endothelin converting enzyme 1"@en
<Q1340834>	"ECE1"@en	"ECE"@en
<Q417782>	"nerve growth factor"@en	"pro-nerve growth factor long"@en
<Q417782>	"nerve growth factor"@en	"NGF"@en
<Q417782>	"nerve growth factor"@en	"nerve growth factor, beta subunit"@en
<Q417782>	"nerve growth factor"@en	"nerve growth factor (beta polypeptide)"@en
<Q417782>	"nerve growth factor"@en	"beta-nerve growth factor"@en
<Q417801>	"calcium sensing receptor"@en	"Receptors, Calcium-Sensing"@en
<Q417801>	"calcium sensing receptor"@en	"PCaR1"@en
<Q417801>	"calcium sensing receptor"@en	"parathyroid cell calcium-sensing receptor 1"@en
<Q417801>	"calcium sensing receptor"@en	"parathyroid Ca(2+)-sensing receptor 1"@en
<Q417801>	"calcium sensing receptor"@en	"CASR"@en
<Q417801>	"calcium sensing receptor"@en	"extracellular calcium-sensing receptor"@en
<Q417867>	"Galanin and GMAP prepropeptide"@en	"galanin/GMAP prepropeptide"@en
<Q417867>	"Galanin and GMAP prepropeptide"@en	"galanin-related peptide"@en
<Q417867>	"Galanin and GMAP prepropeptide"@en	"galanin-message-associated peptide"@en
<Q417867>	"Galanin and GMAP prepropeptide"@en	"galanin prepropeptide"@en
<Q417867>	"Galanin and GMAP prepropeptide"@en	"galanin peptides"@en
<Q417867>	"Galanin and GMAP prepropeptide"@en	"GAL"@en
<Q418097>	"glucose-6-phosphate isomerase"@en	"sperm antigen-36"@en
<Q418097>	"glucose-6-phosphate isomerase"@en	"Sperm antigen 36"@en
<Q418097>	"glucose-6-phosphate isomerase"@en	"SA-36"@en
<Q418097>	"glucose-6-phosphate isomerase"@en	"phosphosaccharomutase"@en
<Q418097>	"glucose-6-phosphate isomerase"@en	"phosphohexose isomerase"@en
<Q418097>	"glucose-6-phosphate isomerase"@en	"phosphoglucose isomerase"@en
<Q418097>	"glucose-6-phosphate isomerase"@en	"oxoisomerase"@en
<Q418097>	"glucose-6-phosphate isomerase"@en	"neuroleukin"@en
<Q418097>	"glucose-6-phosphate isomerase"@en	"hexosephosphate isomerase"@en
<Q418097>	"glucose-6-phosphate isomerase"@en	"hexose monophosphate isomerase"@en
<Q418097>	"glucose-6-phosphate isomerase"@en	"autocrine motility factor"@en
<Q418097>	"glucose-6-phosphate isomerase"@en	"phosphohexomutase"@en
<Q418097>	"glucose-6-phosphate isomerase"@en	"PHI"@en
<Q418097>	"glucose-6-phosphate isomerase"@en	"NLK"@en
<Q418097>	"glucose-6-phosphate isomerase"@en	"GPI"@en
<Q418097>	"glucose-6-phosphate isomerase"@en	"AMF"@en
<Q418097>	"glucose-6-phosphate isomerase"@en	"PGI"@en
<Q418137>	"Hypoxanthine phosphoribosyltransferase 1"@en	"testicular tissue protein Li 89"@en
<Q418137>	"Hypoxanthine phosphoribosyltransferase 1"@en	"hypoxanthine-guanine phosphoribosyltransferase 1"@en
<Q418137>	"Hypoxanthine phosphoribosyltransferase 1"@en	"HPRT1"@en
<Q418137>	"Hypoxanthine phosphoribosyltransferase 1"@en	"HGPRTase"@en
<Q418137>	"Hypoxanthine phosphoribosyltransferase 1"@en	"HGPRT"@en
<Q418137>	"Hypoxanthine phosphoribosyltransferase 1"@en	"HPRT"@en
<Q418137>	"Hypoxanthine phosphoribosyltransferase 1"@en	"hypoxanthine-guanine phosphoribosyltransferase"@en
<Q410015>	"Toll like receptor 2"@en	"toll/interleukin-1 receptor-like protein 4"@en
<Q410015>	"Toll like receptor 2"@en	"toll-like receptor 2"@en
<Q410015>	"Toll like receptor 2"@en	"TLR2"@en
<Q410105>	"Phospholamban"@en	"cardiac phospholamban"@en
<Q410105>	"Phospholamban"@en	"PLN"@en
<Q410130>	"Interleukin 2"@en	"T cell growth factor"@en
<Q410130>	"Interleukin 2"@en	"involved in regulation of T-cell clonal expansion"@en
<Q410130>	"Interleukin 2"@en	"IL2"@en
<Q410130>	"Interleukin 2"@en	"TCGF"@en
<Q410130>	"Interleukin 2"@en	"T-cell growth factor"@en
<Q410130>	"Interleukin 2"@en	"interleukin-2"@en
<Q410137>	"Coagulation factor VIII"@en	"Procoagulant component"@en
<Q410137>	"Coagulation factor VIII"@en	"factor VIII F8B"@en
<Q410137>	"Coagulation factor VIII"@en	"coagulation factor VIIIc"@en
<Q410137>	"Coagulation factor VIII"@en	"coagulation factor VIII C2 domain"@en
<Q410137>	"Coagulation factor VIII"@en	"coagulation factor VIII A1 domain"@en
<Q410137>	"Coagulation factor VIII"@en	"antihemophilic factor"@en
<Q410137>	"Coagulation factor VIII"@en	"coagulation factor VIII, procoagulant component"@en
<Q410137>	"Coagulation factor VIII"@en	"coagulation factor VIII"@en
<Q410137>	"Coagulation factor VIII"@en	"F8"@en
<Q410137>	"Coagulation factor VIII"@en	"AHF"@en
<Q410142>	"solute carrier family 6 member 4"@en	"serotonin transporter 1"@en
<Q410142>	"solute carrier family 6 member 4"@en	"Na+/Cl- dependent serotonin transporter"@en
<Q410142>	"solute carrier family 6 member 4"@en	"5-hydroxytryptamine (serotonin) transporter"@en
<Q410142>	"solute carrier family 6 member 4"@en	"SERT"@en
<Q410142>	"solute carrier family 6 member 4"@en	"SLC6A4"@en
<Q410142>	"solute carrier family 6 member 4"@en	"solute carrier family 6 (neurotransmitter transporter), member 4"@en
<Q410142>	"solute carrier family 6 member 4"@en	"solute carrier family 6 (neurotransmitter transporter, serotonin), member 4"@en
<Q410142>	"solute carrier family 6 member 4"@en	"sodium-dependent serotonin transporter"@en
<Q410142>	"solute carrier family 6 member 4"@en	"serotonin transporter"@en
<Q410142>	"solute carrier family 6 member 4"@en	"5HTT"@en
<Q410142>	"solute carrier family 6 member 4"@en	"5HT transporter"@en
<Q418404>	"C-C motif chemokine receptor 5"@en	"HIV-1 fusion coreceptor"@en
<Q418404>	"C-C motif chemokine receptor 5"@en	"chemr13"@en
<Q418404>	"C-C motif chemokine receptor 5"@en	"chemokine recptor CCR5 Delta32"@en
<Q418404>	"C-C motif chemokine receptor 5"@en	"chemokine receptor CCR5"@en
<Q418404>	"C-C motif chemokine receptor 5"@en	"C-C motif chemokine receptor 5 A159A"@en
<Q418404>	"C-C motif chemokine receptor 5"@en	"chemokine (C-C motif) receptor 5"@en
<Q418404>	"C-C motif chemokine receptor 5"@en	"CCR5"@en
<Q418404>	"C-C motif chemokine receptor 5"@en	"C-C chemokine receptor type 5"@en
<Q418553>	"NGB"@en	"neuroglobin"@en
<Q418634>	"FH"@en	"MCUL1"@en
<Q418634>	"FH"@en	"LRCC"@en
<Q418634>	"FH"@en	"HsFH"@en
<Q418634>	"FH"@en	"HLRCC"@en
<Q418634>	"FH"@en	"Fumarate hydratase, FH"@en
<Q418634>	"FH"@en	"FMRD"@en
<Q418634>	"FH"@en	"fumarate hydratase"@en
<Q418634>	"FH"@en	"MCL"@en
<Q418732>	"Proliferating cell nuclear antigen"@en	"DNA polymerase delta auxiliary protein"@en
<Q418732>	"Proliferating cell nuclear antigen"@en	"PCNA"@en
<Q418732>	"Proliferating cell nuclear antigen"@en	"proliferating cell nuclear antigen"@en
<Q418732>	"Proliferating cell nuclear antigen"@en	"cyclin"@en
<Q413243>	"Cystatin C"@en	"post-gamma-globulin"@en
<Q413243>	"Cystatin C"@en	"neuroendocrine basic polypeptide"@en
<Q413243>	"Cystatin C"@en	"gamma-trace"@en
<Q413243>	"Cystatin C"@en	"epididymis secretory protein Li 2"@en
<Q413243>	"Cystatin C"@en	"cystatin-C"@en
<Q413243>	"Cystatin C"@en	"Cystatin-3"@en
<Q413243>	"Cystatin C"@en	"cystatin 3"@en
<Q413243>	"Cystatin C"@en	"bA218C14.4 (cystatin C)"@en
<Q413243>	"Cystatin C"@en	"CST3"@en
<Q413766>	"Fibronectin 1"@en	"migration-stimulating factor"@en
<Q413766>	"Fibronectin 1"@en	"FN1"@en
<Q413766>	"Fibronectin 1"@en	"Fibronectin"@en
<Q413766>	"Fibronectin 1"@en	"fibronectin"@en
<Q413766>	"Fibronectin 1"@en	"cold-insoluble globulin"@en
<Q413766>	"Fibronectin 1"@en	"CIG"@en
<Q413766>	"Fibronectin 1"@en	"epididymis secretory sperm binding protein"@en
<Q413934>	"acrosin"@en	"uniprot:P10323"@en
<Q413934>	"acrosin"@en	"proacrosin"@en
<Q413934>	"acrosin"@en	"preproacrosin"@en
<Q413934>	"acrosin"@en	"acrosin light and heavy chain prepropeptide"@en
<Q413934>	"acrosin"@en	"ACR"@en
<Q413988>	"retrotransposon"@en	"transposons via RNA intermediates"@en
<Q413988>	"retrotransposon"@en	"retrotransposons"@en
<Q413988>	"retrotransposon"@en	"copy and paste transposable element"@en
<Q413988>	"retrotransposon"@en	"copy and paste TE"@en
<Q413988>	"retrotransposon"@en	"Class I TE"@en
<Q413988>	"retrotransposon"@en	"transposons via RNA intermediates"@en
<Q413988>	"retrotransposon"@en	"retrotransposons"@en
<Q413988>	"retrotransposon"@en	"copy and paste transposable element"@en
<Q413988>	"retrotransposon"@en	"copy and paste TE"@en
<Q413988>	"retrotransposon"@en	"Class I TE"@en
<Q414043>	"RELN"@en	"PRO1598"@en
<Q414043>	"RELN"@en	"ETL7"@en
<Q414043>	"RELN"@en	"reelin"@en
<Q414043>	"RELN"@en	"LIS2"@en
<Q414043>	"RELN"@en	"RL"@en
<Q419531>	"Coagulation factor XI"@en	"coagualtion factor XI"@en
<Q419531>	"Coagulation factor XI"@en	"plasma thromboplastin antecedent"@en
<Q419531>	"Coagulation factor XI"@en	"factor XI"@en
<Q419531>	"Coagulation factor XI"@en	"PTA"@en
<Q419531>	"Coagulation factor XI"@en	"coagulation factor XI"@en
<Q419531>	"Coagulation factor XI"@en	"F11"@en
<Q419553>	"CD14 molecule"@en	"Lipopolysaccharide Receptors"@en
<Q419553>	"CD14 molecule"@en	"CD14"@en
<Q419553>	"CD14 molecule"@en	"myeloid cell-specific leucine-rich glycoprotein"@en
<Q419553>	"CD14 molecule"@en	"monocyte differentiation antigen CD14"@en
<Q419611>	"ATPase copper transporting beta"@en	"Wilson disease-associated protein"@en
<Q419611>	"ATPase copper transporting beta"@en	"copper-transporting protein ATP7B"@en
<Q419611>	"ATPase copper transporting beta"@en	"copper pump 2"@en
<Q419611>	"ATPase copper transporting beta"@en	"ATPase, Cu++ transporting, beta polypeptide"@en
<Q419611>	"ATPase copper transporting beta"@en	"ATPase, Cu(2+)- transporting, beta polypeptide"@en
<Q419611>	"ATPase copper transporting beta"@en	"ATP7B protein, human"@en
<Q419611>	"ATPase copper transporting beta"@en	"ATP7B"@en
<Q419611>	"ATPase copper transporting beta"@en	"copper-transporting ATPase 2"@en
<Q419613>	"sex hormone binding globulin"@en	"testosterone-estrogen-binding globulin"@en
<Q419613>	"sex hormone binding globulin"@en	"testosterone-estradiol-binding globulin"@en
<Q419613>	"sex hormone binding globulin"@en	"testosterone-binding beta-globulin"@en
<Q419613>	"sex hormone binding globulin"@en	"testis-specific androgen-binding protein"@en
<Q419613>	"sex hormone binding globulin"@en	"TeBG"@en
<Q419613>	"sex hormone binding globulin"@en	"SHBG"@en
<Q419613>	"sex hormone binding globulin"@en	"sex steroid-binding protein"@en
<Q419613>	"sex hormone binding globulin"@en	"Sex hormone-binding globulin"@en
<Q419613>	"sex hormone binding globulin"@en	"sex hormone-binding globulin"@en
<Q419613>	"sex hormone binding globulin"@en	"SBP"@en
<Q419613>	"sex hormone binding globulin"@en	"ABP"@en
<Q419774>	"Protein S"@en	"vitamin K-dependent plasma protein S"@en
<Q419774>	"Protein S"@en	"protein Sa"@en
<Q419774>	"Protein S"@en	"PROS1"@en
<Q419774>	"Protein S"@en	"vitamin K-dependent protein S"@en
<Q419774>	"Protein S"@en	"protein S (alpha)"@en
<Q223739>	"leptin"@en	"obesity factor"@en
<Q223739>	"leptin"@en	"obese, mouse, homolog of"@en
<Q223739>	"leptin"@en	"obese protein"@en
<Q223739>	"leptin"@en	"leptin (obesity homolog, mouse)"@en
<Q223739>	"leptin"@en	"leptin (murine obesity homolog)"@en
<Q223739>	"leptin"@en	"LEP"@en
<Q227241>	"Forkhead box P2"@en	"trinucleotide repeat-containing gene 10 protein"@en
<Q227241>	"Forkhead box P2"@en	"trinucleotide repeat containing 10"@en
<Q227241>	"Forkhead box P2"@en	"forkhead/winged-helix transcription factor"@en
<Q227241>	"Forkhead box P2"@en	"CAG repeat protein 44"@en
<Q227241>	"Forkhead box P2"@en	"forkhead box protein P2"@en
<Q227241>	"Forkhead box P2"@en	"FOXP2"@en
<Q906904>	"Baculoviral IAP repeat containing 5"@en	"survivin variant 3 alpha"@en
<Q906904>	"Baculoviral IAP repeat containing 5"@en	"BIRC5 protein, human"@en
<Q906904>	"Baculoviral IAP repeat containing 5"@en	"apoptosis inhibitor 4"@en
<Q906904>	"Baculoviral IAP repeat containing 5"@en	"apoptosis inhibitor survivin"@en
<Q906904>	"Baculoviral IAP repeat containing 5"@en	"BIRC5"@en
<Q906904>	"Baculoviral IAP repeat containing 5"@en	"baculoviral IAP repeat-containing protein 5"@en
<Q907024>	"DDX58"@en	"RIGI"@en
<Q907024>	"DDX58"@en	"RIG1"@en
<Q907024>	"DDX58"@en	"DEXD/H-box helicase 58"@en
<Q907024>	"DDX58"@en	"SGMRT2"@en
<Q907024>	"DDX58"@en	"RLR-1"@en
<Q907024>	"DDX58"@en	"RIG-I"@en
<Q907024>	"DDX58"@en	"DEAD (Asp-Glu-Ala-Asp) box polypeptide 58"@en
<Q907394>	"Serum response factor"@en	"SRF"@en
<Q907394>	"Serum response factor"@en	"serum response factor"@en
<Q907394>	"Serum response factor"@en	"minichromosome maintenance 1 homolog"@en
<Q907394>	"Serum response factor"@en	"c-fos serum response element-binding transcription factor"@en
<Q907420>	"RB transcriptional corepressor like 1"@en	"retinoblastoma-like protein 1"@en
<Q907420>	"RB transcriptional corepressor like 1"@en	"pRb1"@en
<Q907420>	"RB transcriptional corepressor like 1"@en	"107 kDa retinoblastoma-associated protein"@en
<Q907420>	"RB transcriptional corepressor like 1"@en	"retinoblastoma-like 1"@en
<Q907420>	"RB transcriptional corepressor like 1"@en	"RBL1"@en
<Q907420>	"RB transcriptional corepressor like 1"@en	"p107"@en
<Q907753>	"Renalase, FAD dependent amine oxidase"@en	"RNLS"@en
<Q907753>	"Renalase, FAD dependent amine oxidase"@en	"renalase"@en
<Q907753>	"Renalase, FAD dependent amine oxidase"@en	"monoamine oxidase-C"@en
<Q907753>	"Renalase, FAD dependent amine oxidase"@en	"MAO-C"@en
<Q907753>	"Renalase, FAD dependent amine oxidase"@en	"alpha-NAD(P)H oxidase/anomerase"@en
<Q908221>	"Indoleamine 2,3-dioxygenase 1"@en	"indoleamine-pyrrole 2,3-dioxygenase"@en
<Q908221>	"Indoleamine 2,3-dioxygenase 1"@en	"indole 2,3-dioxygenase"@en
<Q908221>	"Indoleamine 2,3-dioxygenase 1"@en	"indolamine 2,3 dioxygenase"@en
<Q908221>	"Indoleamine 2,3-dioxygenase 1"@en	"IDO1 protein, human"@en
<Q908221>	"Indoleamine 2,3-dioxygenase 1"@en	"IDO1"@en
<Q908221>	"Indoleamine 2,3-dioxygenase 1"@en	"indoleamine 2,3-dioxygenase 1"@en
<Q908443>	"Calnexin"@en	"p90"@en
<Q908443>	"Calnexin"@en	"major histocompatibility complex class I antigen-binding protein p88"@en
<Q908443>	"Calnexin"@en	"IP90"@en
<Q908443>	"Calnexin"@en	"CANX"@en
<Q908443>	"Calnexin"@en	"calnexin"@en
<Q908443>	"Calnexin"@en	"epididymis secretory sperm binding protein"@en
<Q908765>	"Lipase C, hepatic type"@en	"lipase, hepatic"@en
<Q908765>	"Lipase C, hepatic type"@en	"lipase member C"@en
<Q908765>	"Lipase C, hepatic type"@en	"hepatic lipase"@en
<Q908765>	"Lipase C, hepatic type"@en	"hepatic triacylglycerol lipase"@en
<Q908765>	"Lipase C, hepatic type"@en	"Triacylglycerol lipase"@en
<Q908765>	"Lipase C, hepatic type"@en	"LIPC"@en
<Q909331>	"KIT ligand"@en	"steel factor"@en
<Q909331>	"KIT ligand"@en	"familial progressive hyperpigmentation 2"@en
<Q909331>	"KIT ligand"@en	"c-Kit ligand"@en
<Q909331>	"KIT ligand"@en	"stem cell factor"@en
<Q909331>	"KIT ligand"@en	"KITLG"@en
<Q909331>	"KIT ligand"@en	"kit ligand"@en
<Q909331>	"KIT ligand"@en	"mast cell growth factor"@en
<Q909331>	"KIT ligand"@en	"MGF"@en
<Q909331>	"KIT ligand"@en	"SCF"@en
<Q1145906>	"HADHA"@en	"TP-ALPHA"@en
<Q1145906>	"HADHA"@en	"LCHAD"@en
<Q1145906>	"HADHA"@en	"LCEH"@en
<Q1145906>	"HADHA"@en	"hydroxyacyl-CoA dehydrogenase/3-ketoacyl-CoA thiolase/enoyl-CoA hydratase (trifunctional protein), alpha subunit"@en
<Q1145906>	"HADHA"@en	"hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit alpha"@en
<Q1145906>	"HADHA"@en	"ECHA"@en
<Q1145906>	"HADHA"@en	"MTPA"@en
<Q1145906>	"HADHA"@en	"HADH"@en
<Q1145906>	"HADHA"@en	"GBP"@en
<Q1147372>	"cyclin dependent kinase 1"@en	"cell cycle controller CDC2"@en
<Q1147372>	"cyclin dependent kinase 1"@en	"cell division cycle 2, G1 to S and G2 to M"@en
<Q1147372>	"cyclin dependent kinase 1"@en	"p34 protein kinase"@en
<Q1147372>	"cyclin dependent kinase 1"@en	"cell division protein kinase 1"@en
<Q1147372>	"cyclin dependent kinase 1"@en	"cell division control protein 2 homolog"@en
<Q1147372>	"cyclin dependent kinase 1"@en	"cyclin-dependent kinase 1"@en
<Q1147372>	"cyclin dependent kinase 1"@en	"CDK1"@en
<Q1149122>	"cytochrome P450 family 27 subfamily B member 1"@en	"cytochrome P450, family 27, subfamily B, polypeptide 1"@en
<Q1149122>	"cytochrome P450 family 27 subfamily B member 1"@en	"CYP27B1"@en
<Q1149122>	"cytochrome P450 family 27 subfamily B member 1"@en	"25-Hydroxyvitamin D3 1-alpha-Hydroxylase"@en
<Q1149122>	"cytochrome P450 family 27 subfamily B member 1"@en	"25 hydroxyvitamin D3-1-alpha hydroxylase"@en
<Q1149122>	"cytochrome P450 family 27 subfamily B member 1"@en	"VD3 1A hydroxylase"@en
<Q1149122>	"cytochrome P450 family 27 subfamily B member 1"@en	"cytochrome P450VD1-alpha"@en
<Q1149122>	"cytochrome P450 family 27 subfamily B member 1"@en	"cytochrome P450C1 alpha"@en
<Q1149122>	"cytochrome P450 family 27 subfamily B member 1"@en	"cytochrome P450 subfamily XXVIIB polypeptide 1"@en
<Q1149122>	"cytochrome P450 family 27 subfamily B member 1"@en	"cytochrome p450 27B1"@en
<Q1149122>	"cytochrome P450 family 27 subfamily B member 1"@en	"calcidiol 1-monooxygenase"@en
<Q1149122>	"cytochrome P450 family 27 subfamily B member 1"@en	"25-OHD-1 alpha-hydroxylase"@en
<Q1149122>	"cytochrome P450 family 27 subfamily B member 1"@en	"25-hydroxyvitamin D(3) 1-alpha-hydroxylase"@en
<Q1149122>	"cytochrome P450 family 27 subfamily B member 1"@en	"25-hydroxyvitamin D-1 alpha hydroxylase, mitochondrial"@en
<Q1149122>	"cytochrome P450 family 27 subfamily B member 1"@en	"1alpha(OH)ase"@en
<Q1154611>	"minichromosome maintenance complex component 6"@en	"p105MCM"@en
<Q1154611>	"minichromosome maintenance complex component 6"@en	"minichromosome maintenance deficient (mis5, S. pombe) 6"@en
<Q1154611>	"minichromosome maintenance complex component 6"@en	"MCM6 minichromosome maintenance deficient 6 (MIS5 homolog, S. pombe)"@en
<Q1154611>	"minichromosome maintenance complex component 6"@en	"DNA replication licensing factor MCM6"@en
<Q1154611>	"minichromosome maintenance complex component 6"@en	"MCM6"@en
<Q1161264>	"ETFDH"@en	"ETFQO"@en
<Q1161264>	"ETFDH"@en	"electron transfer flavoprotein dehydrogenase"@en
<Q1161264>	"ETFDH"@en	"electron-transferring-flavoprotein dehydrogenase"@en
<Q1161264>	"ETFDH"@en	"MADD"@en
<Q1173557>	"Olfactory receptor family 51 subfamily E member 2"@en	"prostate-specific G-protein coupled receptor"@en
<Q1173557>	"Olfactory receptor family 51 subfamily E member 2"@en	"olfactory receptor, family 52, subfamily A, member 2"@en
